id,correctAgg,answered,isError,playCount,resetCount,compTime,gender,education,age,vision_deficiency,vision_impairment_description,familiarity-average,familiarity-average-description,familiarity-interquartile-range,familiarity-interquartile-range-description,familiarity-median,familiarity-median-description,familiarity-standard-deviation,familiarity-standard-deviation-description,familiarity-agg-score,familiarity-stat-tool,familiarity-view-chart,familiarity-create-chart,userID,treatment
4,sum,sum,FALSE,1,0,3466,Female,High school graduate (or equivalent),18-24,no,,Know,I have Some knowledge,IDK,,IDK,,IDK,,1,never,< 1/m,never,SsQ22ztNAMOkJtZyKG6Bpikrq3B3,static
5,stdev,avg,TRUE,1,0,5108,Female,High school graduate (or equivalent),18-24,no,,Know,I have Some knowledge,IDK,,IDK,,IDK,,1,never,< 1/m,never,SsQ22ztNAMOkJtZyKG6Bpikrq3B3,static
6,iqr,min,TRUE,1,0,5682,Female,High school graduate (or equivalent),18-24,no,,Know,I have Some knowledge,IDK,,IDK,,IDK,,1,never,< 1/m,never,SsQ22ztNAMOkJtZyKG6Bpikrq3B3,static
7,avg,avg,FALSE,1,0,3888,Female,High school graduate (or equivalent),18-24,no,,Know,I have Some knowledge,IDK,,IDK,,IDK,,1,never,< 1/m,never,SsQ22ztNAMOkJtZyKG6Bpikrq3B3,static
8,min,max,TRUE,1,0,3008,Female,High school graduate (or equivalent),18-24,no,,Know,I have Some knowledge,IDK,,IDK,,IDK,,1,never,< 1/m,never,SsQ22ztNAMOkJtZyKG6Bpikrq3B3,static
9,stdev,median,TRUE,1,0,3226,Female,High school graduate (or equivalent),18-24,no,,Know,I have Some knowledge,IDK,,IDK,,IDK,,1,never,< 1/m,never,SsQ22ztNAMOkJtZyKG6Bpikrq3B3,static
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
0,max,max,FALSE,1,0,8458,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
1,stdev,stdev,FALSE,1,0,6648,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
10,sum,sum,FALSE,1,0,3390,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
11,avg,avg,FALSE,1,0,3944,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
12,stdev,stdev,FALSE,1,0,3912,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
13,max,max,FALSE,1,0,3200,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
14,iqr,iqr,FALSE,1,0,3360,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
15,median,iqr,TRUE,1,0,2824,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
16,stdev,stdev,FALSE,1,0,3392,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
17,count,count,FALSE,1,0,3290,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
18,min,min,FALSE,1,0,3068,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
19,avg,median,TRUE,1,0,3882,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
2,median,iqr,TRUE,1,0,3648,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
20,sum,sum,FALSE,1,0,3006,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
21,median,iqr,TRUE,1,0,2984,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
22,iqr,iqr,FALSE,1,0,3672,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
23,max,max,FALSE,1,0,3398,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
24,count,count,FALSE,1,0,3170,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
25,sum,sum,FALSE,1,0,3174,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
26,median,iqr,TRUE,1,0,3048,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
27,iqr,iqr,FALSE,1,0,3616,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
28,max,max,FALSE,1,0,3416,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
29,min,min,FALSE,1,0,3232,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
3,iqr,iqr,FALSE,1,0,3974,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
30,avg,median,TRUE,1,0,3560,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
31,stdev,avg,TRUE,1,0,3048,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
4,count,count,FALSE,1,0,4834,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
5,sum,sum,FALSE,1,0,4630,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
6,min,min,FALSE,1,0,3512,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
7,avg,median,TRUE,1,0,4888,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
8,min,min,FALSE,1,0,3304,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
9,count,count,FALSE,1,0,3336,Female,Associate or Bachelors degree,35-44,no,,Know well,"The average is the number you get by adding up all of the numbers in a set, then dividing that total by the number of items in the set.",IDK,,Know,"Among a set of numbers, the median is the number that is most in the middle of the two opposite ends of the spectrum of numbers in the set.",IDK,,3,< 1/d,< 1/m,never,UAz1ZltIgzg18xqpVsVu24BpgwS2,simple
0,median,median,FALSE,1,0,58957,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
1,max,max,FALSE,2,1,11619,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
10,median,median,FALSE,2,1,11170,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
11,min,min,FALSE,1,0,5010,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
12,max,max,FALSE,1,0,3860,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
13,avg,avg,FALSE,1,0,6940,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
14,iqr,iqr,FALSE,1,0,4651,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
15,count,count,FALSE,1,0,5260,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
16,stdev,stdev,FALSE,1,0,4909,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
17,max,max,FALSE,2,1,8520,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
18,avg,avg,FALSE,1,0,5001,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
19,iqr,iqr,FALSE,1,0,4620,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
2,sum,sum,FALSE,1,0,5696,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
20,min,min,FALSE,1,0,4610,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
21,sum,sum,FALSE,1,0,5729,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
22,median,median,FALSE,1,0,7040,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
23,count,count,FALSE,1,0,8101,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
24,avg,avg,FALSE,1,0,4939,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
25,stdev,stdev,FALSE,1,0,3890,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
26,max,max,FALSE,1,0,3760,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
27,median,median,FALSE,1,0,6562,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
28,min,min,FALSE,1,0,5018,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
29,iqr,iqr,FALSE,1,0,6066,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
3,min,min,FALSE,1,0,5134,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
30,sum,sum,FALSE,1,0,5067,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
31,count,count,FALSE,1,0,4717,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
4,count,sum,TRUE,1,0,5281,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
5,stdev,stdev,FALSE,1,0,7239,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
6,iqr,iqr,FALSE,1,0,5270,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
7,avg,avg,FALSE,2,1,11899,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
8,stdev,stdev,FALSE,1,0,5541,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
9,sum,sum,FALSE,1,0,5910,Female,Associate or Bachelors degree,25-34,no,,Know well,Ratio of sum of set of numbers with total numbers in a set,Know,Values occurring at midspread like between 25%-75%,Know well,middle number in set of numbers,Know well,quantify the amount of dispersion of a set of data values.,7,< 1/d,< 1/d,< 1/d,VpVRmTCBmjglzXk1DNp84W2NAgC2,elaborate
0,median,avg,TRUE,1,1,4027,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
1,max,max,FALSE,1,1,3901,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
10,max,max,FALSE,1,1,2507,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
11,count,sum,TRUE,1,1,3060,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
