rationale_id,agg,rank-elaborate,rank-simple,rank-baseline,rank-static,rationale,about elaborate,about simple,about baseline,about static,Overall,posTag,negTag
266,avg,1,2,4,3,showing how the top and bottom bars are roughly equal is nice. static transition and moving the dots is easy to miss,good:upper=lower,,,,bad:easy-to-miss,,
267,avg,1,2,3,4,"4th is still abrupt and the resulting meaning of the transition is unclear. 3rd is better than 4th but the resulting meaning could be confusing. To me this animation seems more like a sum animation than an average animation. 2nd is better but I think it could also be confused with median. 1st is the best because it shows the values on either side of the average, although I would like it if the bars stayed for slightly longer.",good:upper=lower,bad:confusing,bad:hard-to-tell-what-it-is,bad:abrupt,,,Animation Should Be Slower
268,avg,1,2,3,4,"1st) Horizontal mark gives an idea of average separate from any element. The delta between that and each element gives an idea of equilibrium on either side.2nd)  transition is smooth, the horizontal mark gives an idea of average separate from any value. Elements are not being combined, but converge to an average.3rd) good, but values seem to be combined in some operation4th) no connection between first and second frames without inference.","good:upper=lower, good:avg_line",good:avg_line,,bad:no-relation,,Clear Metaphor,
269,max,1,1,2,3,The animation draws attention to the points of interest before fading out the others.,,,,,good:highlight,,
270,min,1,1,2,3,"Highlighting the minimum before the animation helps us know to focus on that before the other points disappear",,,,,"good:extra_line, good:highlight",,
271,stdev,2,1,3,4,the animation of the 3rd and 4th chart makes the transition make more sense,,,,,,,
272,iqr,2,1,3,4,sorry that I don't know about interquartile range with median,,,,,I don't know IQR,,Measure Was Too Confusing
273,count,2,1,3,4,How well I could see that all the points were accounted for. The static one was too fast.,,,,bad:too_fast,,,
274,sum,3,1,2,4,Knowing that the numbers were aggregated together when finding the two final points. ,,,,,good:seems_like_aggregating,,
275,max,1,1,3,2,"Showing the line as a new feature draws your eye to the maximum before getting rid of the data which makes it first place. Second place is obvious immediately what has happened, but you don't get a moment to see the data with the maximum highlighted. Third place is confusing since the fade out is so long, that you don't really understand the significance of the dots that aren't fading until all other dots have faded completely.","good:extra_line, good:highlight",,bad:slow,,,Clear metaphor,Animation Should Be Faster
276,stdev,1,2,3,4,What made the most sense for the standard deviation. Being able to see the standard deviation calculation is nice. ,,,,,good:explanation,,
277,iqr,2,1,3,4,What wasn't distracting and made sense for the transition. The partition of the dots were very helpful to group things together. ,,,,,"bad:distracting, good:separating",,
278,count,2,1,3,4,The speed at which things are moving is very  important,,,,,speed,,
279,sum,1,2,3,4,I like the extra lines that aid me with understanding the data,,,,,good:extra_line,,
280,min,1,1,3,2,"As with the previous question, 1st makes the most sense since it draws attention to the minimum before the fade out transition. 2nd makes it apparent immediately what has happened. 3rd is confusing as the fade out is so long that you just think all data points are fading until it is done and you realize two haven't faded.",,,,,,Clear metaphor,Animation Should Be Faster
281,max,1,1,3,2,"3rd place chart was too slow, 1st place chart clearly showed the points of interest before removing the other points.",good:highlight,,bad:slow,,,,Animation Should Be Slower
282,stdev,1,2,3,4,i like extra animation and extra lines in order to understand data,,,,,"good:extra_elements, good:explanation",,
283,iqr,1,2,3,4,"The color really helped, so did the lines. I like extra lines",,,,,"good:colors, good:line",,
284,count,2,1,4,3,I like how they listed every dot in same size intervals ,,,,,good:spread_out_evenly,,
285,sum,2,1,4,3,I like the transformation of getting the answer to the sum,,,,,,,
286,min,1,1,3,2,Same reasons for this ranking as for the previous question,,,,,,,
287,max,1,1,2,3,1st is best since it tells the user to focus on the max before the other data points fade. 2nd is the same as 1st without the focus. 3rd is simply too abrupt to track on first try.,good:highlight,,,bad:abrupt,,,Couldn't Follow Complex Animations
288,median,1,2,3,4,I like how it counted from up and down to get the median ,,,,,good:explanation,,
289,stdev,2,3,1,4,It is easier to believe it is one standard deviation from the second graph ,,,,,good:easier-to-understand,,
290,iqr,2,1,3,4,I don't know what is interquartile Range with Median but I like the third one more,,,,,I don't know IQR,,Measure Was Too Confusing
291,count,4,1,2,3,How easy it was to follow what was going on,,,,,good:easier-to-track,,Couldn't Follow Complex Animations
292,min,1,1,2,3,Same reasons as given in the explanations for ranking maximum.,,,,,,,
293,max,1,1,2,3,"They're all about the same, coherence-wise. I just liked the smooth animation in the first place one better than the second, and the second better than no animation at all.",good:smooth,,,bad:no-animation,,,
294,median,2,1,3,4,You need to be able to see whether or not the transition goes to points in the data set (or equally between two points for a set with even size),,,,,good:explanation,,
295,stdev,4,2,1,3,Movement doesn't really seem necessary for this one -- just makes it harder to follow,,,,,bad:hard-to-follow,,Embellished Animation unnecessary
296,iqr,2,1,3,4,It is really helpful for them to split vertically so I can see that this is centered on the median,,,,,good:separating,,
297,sum,1,4,3,2,"I think besides my the first and the last graph, the transitions in the other two graphs are very misleading and confusing.",,bad:misleading,bad:misleading,,,,Animation Unnecessary
298,min,1,1,2,3,"For the same reasons as maximum, the line showing up in the ""First"" animation is nice to be clear about what data point we're talking about, the animation on the 1st and second place ones are nice, and the lack of animation on the third one still works but is less pretty.",,,,,,Clear Metaphor,
299,max,2,2,1,3,Highlighting the top dots without adding unnecessary transition to wait,bad:unnecessary,,,,,,Animation Should Be Slower
300,median,3,1,2,4,Transition should show correctly how we count from both sides to get the median.,,,,,good:explanation,,
301,stdev,4,3,1,2,I think it's very hard to visualize the calculation of std so all the transitions attempt to do so makes the graph more confusing.,,,,,bad:confusing,,Couldn't Follow Complex Animations
302,sum,1,2,3,4,Showing the gird lines of each data points in the last one makes it clear that we are adding each together.,,,,,"good:extra_line, good:seems_like_adding",Clear Metaphor,
303,min,2,2,1,3,focusing on the bottom most dot but with some small transitions,,,,,,,
304,max,2,2,1,3,I liked how the dots faded away so that you can see how the point left behind relates to the rest of the data,,,good:looks-like-maximum,,,,
305,count,1,2,3,4,How appealing the visualization looks and how it shows the work done.,,,,,,,
306,sum,1,2,3,4,I like how appealing and how it shows the work done.,,,,,,Appealing,
307,min,2,2,1,3,I liked being able to see the dots fade away so that you could tell how the remaining dot corresponded to all of the data.,,,good:fade-out,,,,
308,max,1,1,3,2,"Drawing the line through the max draws attentions to it first, then the other disappear quickly unlike the 3rd ranked one, which disappears so slowly that it gets a bit confusing.",good:extra_line,,bad:slow,,,,Animation Should Be Faster
309,stdev,1,2,4,3,"The 3rd and 4th switched here since the 2nd vis seemed like it was making the values up, it didn't look realistic",,bad:seems_like_sum,,,,,Metaphor Unclear
310,iqr,1,2,3,4,"Same as before, how appealing and how it shows the work done.",,,,,,,
311,count,4,2,3,1,The animation of the graphs in 1st place was nice ,,,,,,,
312,sum,1,4,3,2,The graph that I selected 1st place moves so amazingly ,,,,,,Likes Animated Movement,
313,min,1,1,3,2,"The line draws attention to it then the other points disappear quickly, unlike the 3rd ranked choice where it disappears so slowly it is more confusing than the one with no transition.",good:extra_line,,bad:slow,,,,Animation Should Be Faster
314,max,2,2,3,1,"In this case, it was easiest to understand with no transition because the scale wasn't changing and the first place one makes it obvious that we're just ignoring all but the max points. 2nd place was nice because it drew attention to the max points with the horizontal lines, and 3rd place was just too slow.",good:extra_line,,bad:slow,good:evident,too-obvious-to-animate,,Animation Unnecessary
315,stdev,3,2,4,1,The 1st place graph is much more clear than the other ones,,,,,,,
316,min,2,2,3,1,"Same justification for max, although for some reason the horizontal lines in the second place transition seemed more appealing this time. Not sure why but it didn't make sense to me to rank max and min transitions differently.",good:extra_line,,bad:slow,good:evident,same_as_max,,
317,max,1,1,3,2,The fast transition and the line through the max both highlighted the points that were to remain.,"good:extra_line, good:highlight",,,,,,
318,median,4,1,3,2,"I like the segmenting of the values into the median and those above and below, along with the smooth transition into the median",,,,,good:separating,,
319,iqr,4,3,2,1,"While I liked the segmenting around the median, it didn't work in this situation",,,,,bad:segmenting,,
320,sum,3,2,1,4,The one I chose 1st had the collapsing transition which made it obvious to me that it was summing up the numbers. The bar graph for the one ranked 3rd had a lot going on.,,,"good:collapsing, good:seems_like_summing",,,Clear metaphor,
321,min,1,1,3,2,"Akin to max, highlighting the points that are to remain was very helpful","good:extra_line, good:highlight",,,,same_as_max,,
322,max,1,1,2,3,The marking lines on the max values was clear. The fading away of the other values was also nice.,,,,,good:extra_line,,
323,iqr,2,1,3,4,"Similar to reasoning for the median one, the 1st ranked was the most straightforward",,,,,good:straightforward,,
324,min,1,1,2,3,"The horizontal, marking lines draws your attention to which values will stay around.",,,,,"good:extra_line, good:highlight",,
325,count,2,1,4,3,How much it hints about treating each dot as one in transition,,,,,good:one-by-one,,
326,sum,1,2,4,3,How we are treating each dot with its height in the sum,,,,,good:seems_like_adding,,
327,max,1,1,2,3,"Your eye is drawn to the top values, and then the other values fade out, to show that they do not matter for this calculation","good:extra_line, good:highlight",,,,,,
328,min,1,1,2,3,"Same as maximum, your eye is drawn to the bottommost points before the others fade out","good:extra_line, good:highlight",,,,same_as_max,,
329,median,1,2,3,4,Whether it clearly marks there are same number elements on both sides,,,,,good:separating,Clear Metaphor,
330,stdev,1,2,3,4,1) Whether it clearly marks the average 2) and it's 1 std above not within,,,,,good:mark_avg,,
331,iqr,1,2,3,4,Whether it shows the middle line is median and it's a quartile on each side,,,,,good:middle_line,,
332,count,2,1,4,3,Tracking of the data points through the transition made it easiest to see what the transformation was showing. ,,,,,good:easier-to-track,,
333,sum,1,3,2,4,The animation helped me track the data points through the transition,,,,,good:easier-to-track,Easy to Follow,
334,max,1,1,2,3,I just didn't like how abrupt my 3rd choice was.,,,,bad:abrupt,,,Animation Should Be Slower
335,min,1,1,2,3,"I liked the line for my first choice, made it clear what I should look at.",,,,,"good:extra_line, good:highlight",,
336,median,2,1,3,4,Showing the groups above and below is by far the best way to visualize median.,,,,,good:separating,,
337,iqr,2,1,3,4,"Breaking the animation up into the quartiles really makes this transition clear",,,,,good:separating,Clear Metaphor,
338,sum,1,3,2,4,"How well the transition showed the data points merging together into the final value. The only real difficulty was between 2 and 3 - overall, 3 felt a little more odd than 2 for depicting sum.",,,,,good:seems_like_merging,,
339,max,2,2,1,3,I thought the lines were unnecessary but I liked the fading dots,bad:unnecessary,,good:fade-out,,,,Embellished Animation unnecessary
340,min,2,2,1,3,"Again, I thought the lines were unnecessary but I liked the fading",bad:unnecessary,,good:fade-out,,same_as_max,,Embellished Animation unnecessary
341,count,2,1,4,3,The short display of the data points on the new y-axis made it clear that the viz was showing count.,,good:quick,,,,Clear metaphor,
342,sum,2,1,3,4,The vertical line when the data points were aggregating hinted at a sum.,,,,,"good:extra_line, good:seems_like_sum",,
343,max,1,1,2,3,marks the points so easier to see it's choosing the top values before fading,,,,,good:extra_line,,
344,min,1,1,2,3,marks the bottom points so easier to tell what stays before fading,,,,,"good:extra_line, good:highlight",,
345,median,1,2,4,3,The animation of picking the median helped clarify that the new data points shown were for the median.,,,,,good:explanation,Clear Metaphor,
346,iqr,2,1,3,4,The colors were very helpful in seeing why the bars line up with certain data points.,,,,,good:colors,,
347,max,1,1,2,3,"The lines on the transition marked as first give the sense that the line is the maximum of the set,  a sense neither of the other transitions convey well.","good:extra_line, good:highlight",,,,,Clear Metaphor,
348,min,1,1,2,3,"As with the maximum ranking, the line on the transition marked first gives the sense that the data goes no lower than the line, and neither of the other transitions convey this sense well.","good:extra_line, good:highlight",,,,good:extra_line,,
349,median,3,1,2,4,I liked how my first choice had the green and orange representing the two halves around the median.,,good:separating,,,,,
350,stdev,2,1,3,4,I thought the animations for the first and second choice were super cool,,,,,,,
351,count,2,1,3,4,"smooth animation that doesn't make me question what is happening at first. (first one theres no animation, second looks like points combine)",,,bad:collapsing-hard-to-understand,,,,
352,min,2,2,1,3,I don't prefer the lines in 2nd choice because it seems a little messy. The 1st one is a nice smooth transition.,bad:messy-line,,good:smooth,,,,Embellished Animation unnecessary
353,max,2,2,1,3,1st one had simple animation that allowed me to see right away the max of a data set.,,,good:simple,,,,
354,stdev,1,2,3,4,once again the bars show the values of the points are being considered for the average,,,,,"good:bars, good:mark_avg",,
355,iqr,1,2,3,4,median is showed better in highest ranked transition as compared to 2nd ranked,,,,,good:median,,
356,count,3,2,1,4,The 1st one had a nicer transition so I was able to follow the data points.,,,good:easier-to-follow,,,,
357,sum,3,1,2,4,"I like the lines in the 1st one, helped me follow along and see what data the point corresponded to. The animation also helped me understand we were adding things together.",,"good:extra_line, good:seems_like_sum",,,,,
358,max,1,1,2,3,"The same reason, I love the smooth transition which makes data more easier to visualize",,,,,good:smooth,,
359,median,2,1,3,4,"The 3rd one was slightly hard to follow. The 1st one was nice because we slit the data set and it's colored so we know which data belongs to which point. This time, the line was nicer because it's emphasized that this point is the mid point.",,"good:colors, good:line",bad:hard-to-follow,,,,Couldn't Follow Complex Animations
360,count,1,2,3,4,"ok, since I prefer smooth transition and good visual motion ",,,,,smooth is good,,
361,sum,2,1,3,4,"I feel like the third one give me a feeling that they have connection to each other, which eventually will sum up",,"good:seems_like:sum, good:each_connection",,,,,
362,min,1,1,2,3,"The same reason, the last one gives more smooth transition and animation compared to the first two.",,,,,"good:smooth, same_as_max",,
363,max,1,1,2,3,The best transition draws additional attention to the significant data points,good:extra_line,,,,,,
364,median,1,2,3,4,how smooth the transition and animation could be and how good those feature could be presented ,,,,,good:smooth,,
365,stdev,1,2,3,4,smooth animation and explicit visual moving from first state to last one,,,,,good:smooth,,
366,iqr,1,2,3,4,smooth animation and transition rule everything and I can not find other reason.,,,,,good:smooth,,
367,min,1,1,2,3,Same as previous- the best transition draws attention to the elements of interest,good:extra_line,,,,same_as_max,,
368,max,1,1,3,2,Marking the maximum dot makes it easier to notice where the maximum is at,"good:extra_line, good:highlight",,,,,,
369,count,2,1,3,4,elucidating how the same features of one graph turn into another (smoother transitions are better),,,,,good:smoother,,
370,sum,1,2,3,4,"it's important that you see the bars ""stacking"" on each other to show the concept of a sum",,,,,good:seems_like_stacking,Clear Metaphor,
371,min,1,1,3,2,Marking the minimum dot makes it easier to notice where the minimum is at,,,,,"good:extra_line, good:highlight",,
372,median,1,2,3,4,"1st and second place are interchangable. They both capture the idea of points ""canceling each other out"", although the more involved animation could become annoying on more data.",,,,,"good:explanation, good:canceling_each_other",,Annoying
373,stdev,1,2,4,3,The slow fade-outs are just annoying sometimes. Visualizing the bars was by far the most helpful.,,,,,"bad:fade-out, good:bars",,Annoying
374,count,4,3,2,1,Transition the axes after transitioning the points. Having a reference line helps a lot. ,,,,,"good:reference-line, good:axes-change",,Embellished Animation Unnecessary
375,sum,1,2,3,4,"For sum, it's useful to have them collapsing into each other to show aggregation. But reference lines help enormously in either case, as well as multiple smaller transitions that help me stay oriented. ",,,,,"good:seems_like_merging, good:extra_line",,
376,median,2,1,3,4,"Having the colorings for less than median, more than median, and median really made visual calculations easier. ",,,,,"good:colors, good:separating",,
377,stdev,4,3,2,1,"All 4 were about as hard, but having the transitions easing in made it slightly better. ",,,,,all hard,,Couldn't Follow Complex Animations
378,iqr,4,3,1,2,The coloring was the biggest thing; having the 3 groupings helped me discern the quartiles directly. Splitting up the transitions made it harder to follow. ,,,,,"good:segmenting, bad:counting",,
379,count,4,3,1,2,everything looks good actually. I especially like the second one bcause of the motion of the dots.,,,,,,,
380,sum,2,3,1,4,The motion of the dots led me to decide this order,,,,,,,
381,max,1,1,2,3,The line rather than just the transition made the focus on the top element more obvious,"good:extra_line, good:highlight",,,,,,
382,min,1,1,2,3,same as the last one that i wrote the answer for,,,,,same_as_max,,
383,median,2,4,1,3,The same reason as the previous question. It just came more intuitive to me.,,,,,good:intuitive,Clear metaphor,
384,stdev,1,2,4,3,The same reason as the previous question. It just came more intuitive to me.,,,,,good:intuitive,Clear Metaphor,
385,iqr,3,1,2,4,The same reason as the previous question. It just came more intuitive to me.,,,,,good:intuitive,,
386,max,3,3,1,2,"you could see the other dots disappear and leaving the only one on the top made it intuitive to describe maximum. The graph ranked second was a little too fast and the graph ranked 3rd, I felt like the line going through it was not necessary",bad:unnecessary,,"good:fade-out, good:intuitive",,,,Animation Should Be Slower
387,count,2,1,3,4,The tick marks and the slow transition to show how many data points there are spread out evenly is nice.,,,,,"good:tick, good:spread_out_evenly",,
388,min,3,3,1,2,This is similar to the last question in that I got to see what exactly was disappearing in a good time period and you didn't see any of the axis changing.,bad:unnecessary,,"good:fade-out, good:intuitive",,same_as_max,,
389,max,2,2,1,3,The 1st rank just fades away the other points making it clear that we only care about the final displayed point.,,,good:fade-out,,,Clear Metaphor,
390,count,2,1,3,4,"The most obvious feature was the laying out of the values along the axis, followed by selecting the highest value.  The third transition did this most smoothly, followed by the fourth and then the second.  The first did not at all.",,good:smooth,,,good:spread_out_evenly,,
391,sum,1,2,3,4,"The discretization of the values, followed by the overlaying of the sum value that is visibly the sum of the discrete values.",,,,,good:discretization,Clear Metaphor,
392,median,1,2,3,4,"Since median is often computed by counting in from the side, the fourth graphic presents it most naturally.",,,,,"good:explanation, good:counting",,
393,count,2,1,3,4,"i like how points were moved to be stacked at equal distance before final point for count was selected, as it gives us visual sense of count, regardless of their actual values",,,,,good:spread_out_evenly,Clear Metaphor,
394,min,2,2,1,3,The 1st ranked transition fades away the non-min elements which helps pinpoint which ones we care about.,,,good:fade-out,,,,
395,count,2,1,4,3,"Smooth transitions help a lot, but removing the axis entirely and putting it back in is confusing",,,,,"good:smooth, bad:removing-axis",,
396,sum,1,4,3,2,"Seeing the lengths stack up together is good, otherwise no transition is better",,,,,good:seems_like_stacking,Likes Animated Movement,Animation Unnecessary
397,max,2,2,3,1,Max is easy to understand. Animation are just a waste of time. I could possibly see the animation I ranked 2 (the one where a bar appears) being useful if there's a cluster of similar data points at the top.,"bad:concept-is-easy-donít'wasteoftimegood:bar","bad:concept-is-easy-donít'wasteoftimegood:bar",bad:concept-is-easy-donít'wasteoftime,good:simple,,,Animation Unnecessary
398,stdev,1,2,3,4,"Having the lines beneath each dot helps a lot, otherwise isn't clear what operation is being done",,,,,"good:bars, good:mark_avg",,
399,iqr,2,1,3,4,"Having colored dots for each quartile is very helpful, no need to have the drop down effect ",,,,,good:color_quartile,,
400,count,2,1,4,3,The smoothness of the transition was the difference between the first one and second. How the data points remained on the screen made it easy to understand that it was doing a count.,,good:smooth,,,,,
401,sum,1,2,3,4,The way each data point had a line made it easy to see they all had contribution to the ending point. This made it clear that it was a sum.,,,,,good:contribution,Clear Metaphor,
402,min,2,2,3,1,"See answer for max. Animations are less helpful for obvious cases, but a line could be useful if the data clusters at min.","bad:concept-is-easy-donít'wasteoftimegood:bar","bad:concept-is-easy-donít'wasteoftimegood:bar",bad:concept-is-easy-donít'wasteoftime,good:simple,same_as_max,,Animation Unnecessary
403,stdev,2,1,3,4,It is kind of hard to tell that statistic showing is the standard deviation. The last two transitions do not really serve a different purpose. There needs to be a way to show std. dev. easier.,,,,,need-to-expalin-easier,,Metaphor Unclear
404,iqr,1,2,3,4,I really like the transition where two points are accounted for at each step. This makes it easy to see that the ending scene is of a median and the interquartile range.,,,,,good:median,,
405,count,2,1,3,4,Seeing the dots lined up evenly spaced shows how many there are ,,,,,good:spread_out_evenly,,
406,sum,4,3,2,1,"None of them showed me the sum in a followable way, I just had to trust they were correct ",,,,,none-of-them-looks-sum,,Couldn't Follow Complex Animations
407,max,1,1,2,3,More visual aid in the 1st visualization made it more easy to understand ,good:easier-to-understand,,,,,Understandable,
408,min,1,1,2,3,The same reason as the previous one for the same visual aid,,,,,same_as_max,,
409,median,2,1,3,4,Separating the dots into upper and lower halves is very useful for showing median,,good:separating,,,,,
410,stdev,4,3,1,2,The last two transitions are too confusing and doní_í_Œét show very much helpful info,,,,,bad:confusing,,Couldn't Follow Complex Animations
411,iqr,3,1,2,4,"In the third animation which I ranked #1, it was helpful to see which points marked the edges of the quartile",,,,,good:median,,
412,count,2,1,3,4,"Animation is important feature. 1st and 2nd both animate the data points two be having the same value so that it's easier to count them. 1st has smoother animation so I like it the best. 3rd it's harder to tell since data points collapse, and 4th has no animation so I don't like it.",,good:smooth,bad:collapsing-hard-to-understand,bad:no-animation,,,
413,max,2,2,1,3,"The 1st clearly shows that you only care about the largest element. The 2nd is similar, but I didn't understand the purpose of the line that appears through the max element. The 3rd is fine, but the sudden change might be harder to follow.",bad:extra_distracting,,,bad:abrupt,,Clear Metaphor,
414,stdev,2,1,3,4,I like 1st one better because it's simpler and better shows that standard deviation is a positive number and symmetric on both side.,,"good:explanation, good:simple",,,,,
415,count,2,1,3,4,I liked that you could clearly count the number of dots from the animation,,,,,good:clearly_countable,,
416,min,2,2,1,3,"Exact same rationale as the max one (3rd is jerky, 2nd has an (unneeded?) line, 1st clearly shows the operation).",bad:extra_distracting,,,bad:abrupt,same_as_max,,Metaphor Unclear
417,min,3,3,1,2,"Having the fade helps compare the ultimate minimum to other surrounding points, but reference lines just make it harder to see. ",bad:line-hard-to-see,,good:fade-out,,,,
418,stdev,1,4,2,3,"The first place one made the most sense to me, the third didn't.",,,,,,Understandable,
419,iqr,2,1,3,4,I don't understand this term but I think that the animation helped me understand what it is trying to convey,,,,,"I donít know IQR, good:explanation",,Measure Was Too Confusing
420,max,3,3,1,2,"Reference lines don't really help in this case, but it does help to fade out the points so that I know how the maximum was in relation to the other points gradually. ",bad:line-not-help,,"good:fade-out, good:looks-like-maximum",,,,Embellished Animation unnecessary
421,max,1,1,2,3,I chose #1 because the line through the top points made me think those points were significant and demonstrated that every other point was below those with the lines. I did not think #2 and #3 were that different in terms of communicating maximum but I liked the animation on #2 more.,"good:extra_line, good:highlight",,,,,Clear Metaphor,
422,median,2,1,3,4,The colors make it differentiate the middle point. My first choice has a cleaner animation. ,,,,,good:separating,,
423,stdev,2,1,4,3,"To be very honest, I don't quite understand how those graphs can assimilate a standard deviation.",,,,,no-idea,,Metaphor Unclear
424,iqr,1,2,4,3,"I think the way the colors lay out helps me to understand where does each quartile belong too. Again, I have ranked based on how clean the animations are.",,,,,good:color_quartile,Clear Metaphor,
425,count,2,1,3,4,"I liked how the count divided them into even stacking, which helped imply counting, then the reveal showed a nice change for the axis",,,,,"good:spread_out_evenly, good:renew_axis",,
426,sum,3,2,1,4,"I was pretty torn between 1-3 they were pretty similar, I liked the changing of the scale.",,,,,good:change_scale,,
427,min,1,1,2,3,My choices for this were pretty much for the same reasons as with maximum. I like the line because it highlights the specific points and shows that every other point is above the one with the line. I like the animation on #2 more than #3 but I don't think one is significantly more communicative than the other.,"good:extra_line, good:highlight",,,,same_as_max,Clear Metaphor,
428,median,2,1,3,4,I liked the identification of the spliting into halves by color and showing where the median lies.,,,,,good:separating,,
429,iqr,2,1,3,4,"I liked the splitting by colors and having a longer pause to process what was happening compared to 2nd, it just was constant movement and made the transition a little more confusing.",,good:longer_pause,,,"good:colors, good:separating",,Animation Should Be Faster
430,max,2,2,1,3,The animation in 2nd and third provide me with an interpretation interval. I just don't see the point of having a line across the max point in the 3rd one. ,bad:unnecessary,,,,,,Metaphor Unclear
431,count,3,1,4,2,"the transition was easy to follow, the line makes sense",,,,,good:easier-to-track,,
432,sum,3,2,1,4,"i like that it aggregates together, like its being added together",,,,,"good:collapsing, good:seems_like_summing",,
433,min,1,1,2,3,"Now I see why adding a line to demarcate the point may be important, since there is some clustering happening at the bottom. ",,,,,"good:extra_line, good:highlight",,
434,median,3,1,2,4,i like that it shows the two sides before fading it out. helps show its a median,,,,,"good:fade_out, good:separating",,
435,stdev,3,1,2,4,"i like that it shows the first half first, then the next half",,,,,"good:expanding_one-by-one,",,
436,iqr,3,2,1,4,i like that its quick and simple. 4 colors is a little complicated,,,,,"bad:color, good:simple",,Embellished Animation unnecessary
437,count,2,1,3,4,"Easy to see how each point contributes to the corresponding y axis value, and see they all count for 1 (their own count).",,,,,good:easy-to-see-their-contribution,Clear Metaphor,
438,sum,1,2,3,4,"Easy to see why the dots are moving the way they do....the movement tells you an operation is being done on them, and the specific way they move is how: the bars are needed to show they are being stacked on top.",,,,,"good:extra_line, good:seems_like_adding",,
439,max,2,2,3,1,Plot 3 would have been the best but it was too slow. Plot 1 is fast enough. But may lack detail. The middle plot was too slow and so is useless.,bad:slow,,bad:slow,good:fast,,,"Animation Should Be Slower, Animation Should Be Faster"
440,stdev,1,2,3,4,"The bars are good to show an average is being calculated, and the transition is helpful to show how the data is being changed.",,,,,"good:bars, good:mark_avg",,
441,count,2,1,3,4,"1st one shows that they are uniformly counted. However, 3rd and 4th did not have a clear transition which could be confusing.",,"good:spread_out_evenly, good:renew_axis",,,,,
442,min,2,2,3,1,"Pretty much the same as minimum transitions. The 3rd plot is way too slow and will be annoying to the viewer. The 2nd has more detail but is too slow, the first is okay.",bad:slow,,bad:slow,good:fast,same_as_max,,Animation Should Be Faster
443,iqr,3,2,1,4,2nd and 3rd have a lot of colors on the data points but I'm not sure how they represent the range. 4th one didn't have any transition so it is confusing.,,,,,bad:cannot_understand_color,,Couldn't Follow Complex Animations
444,count,2,1,4,3,Seeing the dots stack up makes the most sense with counting the number of data points. The transition to the single dot is the least effective since it seems like we are using the data point's values to calculate the count.,,,bad:seem-like-we-using-value,,good:seems-like-counting,Clear metaphor,
445,sum,1,2,3,4,"Showing the value of each data point as a length and then showing them ""add"" together with the transition  makes the most sense for adding. The 3rd place shows that the y-axis is growing better than the 4th place.",,,,,"good:extra_line, good:seems_like_adding",Clear Metaphor,
446,max,1,1,2,3,Using the marker helps draw the eye to the max in the original graph.,"good:extra_line, good:highlight",,,,,,
447,min,1,1,2,3,Showing the min of the original graph helps draw the eye to the min.,,,,,"good:extra_line, good:highlight",,
448,median,2,1,3,4,"3rd and fourth tell me nothing about what they're showing without context.I don't see much of a difference between 1st and second; what both of them are showing isn't super clear either.",,,bad:hard-to-tell-what-it-is,bad:hard-to-tell-what-it-is,,,
449,count,2,1,4,3,Aligning all dots together and show the transition so we can visualize,,,,,good:aligning,,
450,sum,3,1,2,4,Showing the relative position to the bottom axis and then adding all of them together,,,,,"good:extra_line, good:seems_like_sum",,
451,max,1,1,2,3,"The horizontal line emphasized the maximum effect, which helped me decide the rank.",,,,,good:extra_line,,
452,median,1,2,3,4,Splitting all the dots in two groups and then focusing on the middle point,,,,,good:separating,,
453,stdev,1,4,2,3,Finding the distance among all dots relative to each other and then finding the middle point,,,,,good:distance_from_middle,,
454,iqr,2,1,3,4,Splitting the dots into four groups and then grouping then together to find the middle point,,,,,good:separating,,
455,count,2,1,3,4,For the transitions I ranked 1 and 2 it was much easier to follow the dots to see that count was being calculated,,,,,"good:easier-to-track, good:seems-like-counting",,
456,sum,1,2,3,4,I liked being able to follow the dots and seeing that things were being added together,,,,,"good:easier-to-track, good:seems-like-adding",,
457,min,1,1,2,3,"Same reason as before, seeing the horizontal line helped me decipher that this was a range.",,,,,"good:extra_line, same_as_max",,
458,max,2,2,1,3,There are no motions of the dots but the dots themselves show things clearly,,,,,,,
459,median,3,1,2,4,The separation of points to show how many were on each side of the chosen dots made it clear that this was a median operation,,,,,good:separating,,
460,stdev,4,1,2,3,I liked a slow transition for this one because theres a lot that goes into it and being able to keep track of what the line represented in addition to the standard deviation was helpful,,good:able_to_track,,,,,
461,iqr,2,1,3,4,The division of dots into 4 sections helped indicate the the operation and that the median was being taken.,,,,,good:separating,,
462,count,2,1,3,4,The fact that it showed them stacked up uniformly in a smooth transition,,"good:spread_out_evenly, good:smooth",,,,,
463,sum,1,2,3,4,Showing the heights of the values as a line brought to attention the fact that we were summing up the values. Showing the differentiation in heights showed how the points were contributing,,,,,"good:extra_line, good:seems_like_adding",,
464,min,1,1,2,3,The same reason as the previous question. It just came more intuitive to me.,,,,,,Clear Metaphor,
465,stdev,1,2,3,4,I ranked them by how much they showed the process of calculating the standard deviation and average. It was also nice that it showed that the length was the same on either side.,,,,,"good:bars, good:mark_avg, good:explanation",,
466,count,1,2,3,4,"The way animation was used to build up the data points together, as if they were being counted in front of the viewer",,,,,good:one-by-one,Clear Metaphor,
467,sum,1,2,3,4,The values look more like they are being counted and summed in front of the viewer,,,,,good:seems_like_adding,Clear Metaphor,
