id,agg,rank-elaborate,play-elaborate,reset-elaborate,rank-simple,play-simple,reset-simple,rank-baseline,play-baseline,reset-baseline,rank-static,play-static,reset-static,compTime,rationale,gender,education,age,vision_deficiency,vision_impairment_description,familiarity-average,familiarity-average-description,familiarity-interquartile-range,familiarity-interquartile-range-description,familiarity-median,familiarity-median-description,familiarity-standard-deviation,familiarity-standard-deviation-description,familiarity-agg-score,familiarity-stat-tool,familiarity-view-chart,familiarity-create-chart,userID,treatment
0,count,2,2,1,1,3,3,3,5,4,4,3,2,137091,Any animation is better than none for letting us establish what changed. The animation I marked as first really conveys the idea of counting obects by placing points equidistant from each other signifying that we don't care about their actual value. The same goes for the one I ranked 2nd but I disliked the multi step nature of the animation. The one I ranked third doesn't make it clear what operation is taking place. Could be a mean for all we know.,Male,"Some college, no degree",18-24,yes,I have deutoranopia,Know well,The sum of a set of elements divided by the number of elements,IDK,,Know well,The value at the 50th percentile of a distribution,Know well,The sum of the square root of the difference between each point and the mean squared and divided by the number of elements.,6,< 1/w,< 1/d,< 1/m,bI5v4KnrJlMlINwXD55ZB0KcGzK2,simple
1,sum,2,4,3,1,5,5,3,6,5,4,1,1,82868,1st and 2nd place are best at conveying the concept of a sum. I prefer the cleanliness of the 1st better but the 2nd is also good. It's not clear what operation is occurring in 3rd or 4th place.,Male,"Some college, no degree",18-24,yes,I have deutoranopia,Know well,The sum of a set of elements divided by the number of elements,IDK,,Know well,The value at the 50th percentile of a distribution,Know well,The sum of the square root of the difference between each point and the mean squared and divided by the number of elements.,6,< 1/w,< 1/d,< 1/m,bI5v4KnrJlMlINwXD55ZB0KcGzK2,simple
2,max,1,0,0,1,2,1,2,2,2,3,4,4,32276,These are all pretty good. I ranked 1st because it uses the lines to draw your attention to the max but honestly these are all fine.,Male,"Some college, no degree",18-24,yes,I have deutoranopia,Know well,The sum of a set of elements divided by the number of elements,IDK,,Know well,The value at the 50th percentile of a distribution,Know well,The sum of the square root of the difference between each point and the mean squared and divided by the number of elements.,6,< 1/w,< 1/d,< 1/m,bI5v4KnrJlMlINwXD55ZB0KcGzK2,simple
3,min,1,0,0,1,1,0,2,1,0,3,1,0,18329,They're close. Slight preference for 1st but 2nd is fine too.,Male,"Some college, no degree",18-24,yes,I have deutoranopia,Know well,The sum of a set of elements divided by the number of elements,IDK,,Know well,The value at the 50th percentile of a distribution,Know well,The sum of the square root of the difference between each point and the mean squared and divided by the number of elements.,6,< 1/w,< 1/d,< 1/m,bI5v4KnrJlMlINwXD55ZB0KcGzK2,simple
4,avg,3,2,2,1,1,0,2,1,0,4,1,0,45345,1st and 2nd are good but I like the line 1st draws. 3rd is really fancy but I don't think the fancy animation adds value.,Male,"Some college, no degree",18-24,yes,I have deutoranopia,Know well,The sum of a set of elements divided by the number of elements,IDK,,Know well,The value at the 50th percentile of a distribution,Know well,The sum of the square root of the difference between each point and the mean squared and divided by the number of elements.,6,< 1/w,< 1/d,< 1/m,bI5v4KnrJlMlINwXD55ZB0KcGzK2,simple
5,median,1,1,1,2,1,0,3,1,0,4,1,0,65712,I like the fancy median transition because it makes it very clear what median is. The 2nd place transition is also fantastic. 3rd place it isn't clear that we're taking a median,Male,"Some college, no degree",18-24,yes,I have deutoranopia,Know well,The sum of a set of elements divided by the number of elements,IDK,,Know well,The value at the 50th percentile of a distribution,Know well,The sum of the square root of the difference between each point and the mean squared and divided by the number of elements.,6,< 1/w,< 1/d,< 1/m,bI5v4KnrJlMlINwXD55ZB0KcGzK2,simple
6,stdev,2,3,2,1,1,0,3,1,0,4,1,0,50692,I don't think that it's obvious that any of these are one standard deviation from the mean. I don't think the extra animation in 2nd place contributed to understanding.,Male,"Some college, no degree",18-24,yes,I have deutoranopia,Know well,The sum of a set of elements divided by the number of elements,IDK,,Know well,The value at the 50th percentile of a distribution,Know well,The sum of the square root of the difference between each point and the mean squared and divided by the number of elements.,6,< 1/w,< 1/d,< 1/m,bI5v4KnrJlMlINwXD55ZB0KcGzK2,simple
7,iqr,1,1,0,2,1,1,3,1,1,4,1,1,28333,Again the 1st place animation made the process clear. 2nd place gave us a hint. Rest were unclear.,Male,"Some college, no degree",18-24,yes,I have deutoranopia,Know well,The sum of a set of elements divided by the number of elements,IDK,,Know well,The value at the 50th percentile of a distribution,Know well,The sum of the square root of the difference between each point and the mean squared and divided by the number of elements.,6,< 1/w,< 1/d,< 1/m,bI5v4KnrJlMlINwXD55ZB0KcGzK2,simple
0,count,2,1,0,1,2,1,3,1,0,4,2,1,20227,I liked that you could clearly count the number of dots from the animation,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
1,sum,2,1,0,1,2,1,3,1,0,4,2,1,30032,I thought that the visualization of the axis changing helped but the 2nd place one was a bit too much to look at,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
2,max,1,0,0,1,2,1,2,1,0,3,2,1,17925,"It clearly selects the maximums, so it is easy to visualize",Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
3,min,1,0,0,1,1,0,2,1,0,3,1,0,15816,"The transitions can be too fast, the one that selects it catches your eye.",Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
4,avg,1,1,0,2,1,0,3,1,0,4,1,0,29888,I liked the graphs that visualize the average immediately and let you kind of confirm this in your head when you look at the lengths up and lengths down,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
5,median,4,2,1,1,1,0,2,1,0,3,1,0,10969,"I liked how it showed removing from the top and bottom, but doing it one by one was kind of annoying to watch and distracting",Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
6,stdev,1,1,0,4,1,0,2,1,0,3,1,0,28039,"The first place one made the most sense to me, the third didn't.",Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
7,iqr,2,1,0,1,1,0,3,1,0,4,1,0,32362,I don't understand this term but I think that the animation helped me understand what it is trying to convey,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
0,count,1,2,1,2,3,3,3,2,1,4,5,4,41597,I decided the first and the second because it forms a column of points. This way it is easier for me to see that you are counting. ,Female,High school graduate (or equivalent),18-24,no,,Know well,The sum of all the values divided by the total count of these values.,IDK,,Know well,"If you line up all the numbers in order, the number in the middle is the median",Know well,It measures the spread of the data.,6,< 1/w,< 1/m,never,boDdxXPh3uVDAgvx9toQ2MRv7eK2,elaborate
1,sum,1,1,0,2,1,0,3,1,0,4,1,1,28856,The animation. The first animation you can see all of the points accumulate to make a sum while the rest don't,Female,High school graduate (or equivalent),18-24,no,,Know well,The sum of all the values divided by the total count of these values.,IDK,,Know well,"If you line up all the numbers in order, the number in the middle is the median",Know well,It measures the spread of the data.,6,< 1/w,< 1/m,never,boDdxXPh3uVDAgvx9toQ2MRv7eK2,elaborate
2,max,2,0,0,2,1,0,1,2,1,3,1,0,15631,The transitions. The smoother the easier to see. I felt like the middle one is cleaner. That's why I ranked it NO_1,Female,High school graduate (or equivalent),18-24,no,,Know well,The sum of all the values divided by the total count of these values.,IDK,,Know well,"If you line up all the numbers in order, the number in the middle is the median",Know well,It measures the spread of the data.,6,< 1/w,< 1/m,never,boDdxXPh3uVDAgvx9toQ2MRv7eK2,elaborate
3,min,2,0,0,2,1,0,1,1,0,3,1,0,52381,I would use the same argument as the max. The smoother the transition the better.,Female,High school graduate (or equivalent),18-24,no,,Know well,The sum of all the values divided by the total count of these values.,IDK,,Know well,"If you line up all the numbers in order, the number in the middle is the median",Know well,It measures the spread of the data.,6,< 1/w,< 1/m,never,boDdxXPh3uVDAgvx9toQ2MRv7eK2,elaborate
4,avg,1,1,0,2,1,0,3,1,0,4,1,0,43079,I think the animation of seeing all the bars representing points that are below the average or above the average helped me decide that. The rest to me seemed very confusing and I ranked based on how smooth the animations are. ,Female,High school graduate (or equivalent),18-24,no,,Know well,The sum of all the values divided by the total count of these values.,IDK,,Know well,"If you line up all the numbers in order, the number in the middle is the median",Know well,It measures the spread of the data.,6,< 1/w,< 1/m,never,boDdxXPh3uVDAgvx9toQ2MRv7eK2,elaborate
5,median,2,1,0,1,2,1,3,1,0,4,1,0,84400,The colors make it differentiate the middle point. My first choice has a cleaner animation. ,Female,High school graduate (or equivalent),18-24,no,,Know well,The sum of all the values divided by the total count of these values.,IDK,,Know well,"If you line up all the numbers in order, the number in the middle is the median",Know well,It measures the spread of the data.,6,< 1/w,< 1/m,never,boDdxXPh3uVDAgvx9toQ2MRv7eK2,elaborate
6,stdev,2,1,0,1,1,0,4,1,0,3,1,0,148744,"To be very honest, I don't quite understand how those graphs can assimilate a standard deviation.",Female,High school graduate (or equivalent),18-24,no,,Know well,The sum of all the values divided by the total count of these values.,IDK,,Know well,"If you line up all the numbers in order, the number in the middle is the median",Know well,It measures the spread of the data.,6,< 1/w,< 1/m,never,boDdxXPh3uVDAgvx9toQ2MRv7eK2,elaborate
7,iqr,1,1,0,2,1,0,4,1,0,3,1,0,246058,"I think the way the colors lay out helps me to understand where does each quartile belong too. Again, I have ranked based on how clean the animations are.",Female,High school graduate (or equivalent),18-24,no,,Know well,The sum of all the values divided by the total count of these values.,IDK,,Know well,"If you line up all the numbers in order, the number in the middle is the median",Know well,It measures the spread of the data.,6,< 1/w,< 1/m,never,boDdxXPh3uVDAgvx9toQ2MRv7eK2,elaborate
0,count,2,3,2,1,4,3,4,3,2,3,1,1,110147,Ability to map points to semantics of count by retaining the data,Male,Associate or Bachelors degree,18-24,no,,Know well,The sum of numerical values divided by the number of elements,Know well,Same nature as median but the range between 25 and 75 percent,Know well,The middle elements in a sorted list of numerical data points,Know well,Square root of the variance,8,< 1/m,< 1/d,< 1/m,c7NErEmuR6OtQbitS4QDMaivXn03,baseline
1,sum,1,2,1,3,4,3,2,2,1,4,1,1,51945,I liked the transition from a point to a length encoding in the last part,Male,Associate or Bachelors degree,18-24,no,,Know well,The sum of numerical values divided by the number of elements,Know well,Same nature as median but the range between 25 and 75 percent,Know well,The middle elements in a sorted list of numerical data points,Know well,Square root of the variance,8,< 1/m,< 1/d,< 1/m,c7NErEmuR6OtQbitS4QDMaivXn03,baseline
2,max,1,0,0,1,2,1,2,1,0,3,1,0,45009,Indication of the intent to max then the gradual change to the value,Male,Associate or Bachelors degree,18-24,no,,Know well,The sum of numerical values divided by the number of elements,Know well,Same nature as median but the range between 25 and 75 percent,Know well,The middle elements in a sorted list of numerical data points,Know well,Square root of the variance,8,< 1/m,< 1/d,< 1/m,c7NErEmuR6OtQbitS4QDMaivXn03,baseline
3,min,1,0,0,1,1,0,2,1,0,3,1,0,49236,The indication to min then gradual transition to the encoding,Male,Associate or Bachelors degree,18-24,no,,Know well,The sum of numerical values divided by the number of elements,Know well,Same nature as median but the range between 25 and 75 percent,Know well,The middle elements in a sorted list of numerical data points,Know well,Square root of the variance,8,< 1/m,< 1/d,< 1/m,c7NErEmuR6OtQbitS4QDMaivXn03,baseline
4,avg,1,1,0,2,1,0,3,1,0,4,1,0,125603,It showed the components of the average first then showed a transition to it,Male,Associate or Bachelors degree,18-24,no,,Know well,The sum of numerical values divided by the number of elements,Know well,Same nature as median but the range between 25 and 75 percent,Know well,The middle elements in a sorted list of numerical data points,Know well,Square root of the variance,8,< 1/m,< 1/d,< 1/m,c7NErEmuR6OtQbitS4QDMaivXn03,baseline
5,median,2,1,0,1,4,3,3,1,0,4,1,0,55886,The transition for the second to last one was more direct. The last one had too much going on,Male,Associate or Bachelors degree,18-24,no,,Know well,The sum of numerical values divided by the number of elements,Know well,Same nature as median but the range between 25 and 75 percent,Know well,The middle elements in a sorted list of numerical data points,Know well,Square root of the variance,8,< 1/m,< 1/d,< 1/m,c7NErEmuR6OtQbitS4QDMaivXn03,baseline
6,stdev,1,5,4,2,3,2,3,1,0,4,1,0,42524,The ones that showed the components of the calculation were clearer,Male,Associate or Bachelors degree,18-24,no,,Know well,The sum of numerical values divided by the number of elements,Know well,Same nature as median but the range between 25 and 75 percent,Know well,The middle elements in a sorted list of numerical data points,Know well,Square root of the variance,8,< 1/m,< 1/d,< 1/m,c7NErEmuR6OtQbitS4QDMaivXn03,baseline
7,iqr,1,1,0,2,1,0,3,1,0,4,1,0,63419,The last one had too much action. The second to last was quick but precise,Male,Associate or Bachelors degree,18-24,no,,Know well,The sum of numerical values divided by the number of elements,Know well,Same nature as median but the range between 25 and 75 percent,Know well,The middle elements in a sorted list of numerical data points,Know well,Square root of the variance,8,< 1/m,< 1/d,< 1/m,c7NErEmuR6OtQbitS4QDMaivXn03,baseline
0,count,2,3,2,1,4,3,3,3,2,4,3,2,52538,"I liked how the count divided them into even stacking, which helped imply counting, then the reveal showed a nice change for the axis",Male,Associate or Bachelors degree,18-24,no,,Know well,An Average is the Sum / count,Know,"There are 4 ranges, by 25% intervals that the data is split into",Know well,Sorting all the values and the one that is in the middle,Know,it is +/- from the mean what makes up the 50% of the data,6,< 1/m,< 1/w,< 1/m,cSKH6AEbbDRSTJFBOlyrPQeV5gp2,static
1,sum,3,4,3,2,4,3,1,4,3,4,1,1,40287,"I was pretty torn between 1-3 they were pretty similar, I liked the changing of the scale.",Male,Associate or Bachelors degree,18-24,no,,Know well,An Average is the Sum / count,Know,"There are 4 ranges, by 25% intervals that the data is split into",Know well,Sorting all the values and the one that is in the middle,Know,it is +/- from the mean what makes up the 50% of the data,6,< 1/m,< 1/w,< 1/m,cSKH6AEbbDRSTJFBOlyrPQeV5gp2,static
2,max,1,0,0,1,2,1,2,2,1,3,1,1,25123,I liked how 1st brought your attention to what was the max then showed getting rid of the remaining.,Male,Associate or Bachelors degree,18-24,no,,Know well,An Average is the Sum / count,Know,"There are 4 ranges, by 25% intervals that the data is split into",Know well,Sorting all the values and the one that is in the middle,Know,it is +/- from the mean what makes up the 50% of the data,6,< 1/m,< 1/w,< 1/m,cSKH6AEbbDRSTJFBOlyrPQeV5gp2,static
3,min,1,0,0,1,1,0,2,1,0,3,1,0,20378,I liked 1st because it drew your attention to the minimum then removed the remaining ones,Male,Associate or Bachelors degree,18-24,no,,Know well,An Average is the Sum / count,Know,"There are 4 ranges, by 25% intervals that the data is split into",Know well,Sorting all the values and the one that is in the middle,Know,it is +/- from the mean what makes up the 50% of the data,6,< 1/m,< 1/w,< 1/m,cSKH6AEbbDRSTJFBOlyrPQeV5gp2,static
4,avg,2,3,2,1,2,1,3,1,0,4,1,1,38522,"I liked identifying what the average was then the collapse, the 2nd one and 1st were pretty tied, 2nd just didn't seem to add much for me with the extra animation.",Male,Associate or Bachelors degree,18-24,no,,Know well,An Average is the Sum / count,Know,"There are 4 ranges, by 25% intervals that the data is split into",Know well,Sorting all the values and the one that is in the middle,Know,it is +/- from the mean what makes up the 50% of the data,6,< 1/m,< 1/w,< 1/m,cSKH6AEbbDRSTJFBOlyrPQeV5gp2,static
5,median,2,2,1,1,3,2,3,2,1,4,1,0,37463,I liked the identification of the spliting into halves by color and showing where the median lies.,Male,Associate or Bachelors degree,18-24,no,,Know well,An Average is the Sum / count,Know,"There are 4 ranges, by 25% intervals that the data is split into",Know well,Sorting all the values and the one that is in the middle,Know,it is +/- from the mean what makes up the 50% of the data,6,< 1/m,< 1/w,< 1/m,cSKH6AEbbDRSTJFBOlyrPQeV5gp2,static
6,stdev,2,4,3,1,2,1,3,1,0,4,1,0,52593,"I liked showing the average then expanding up and then down, 2nd the extra animation I wasn't sure what to get from the extra lines in the animation so it seemed just extra.",Male,Associate or Bachelors degree,18-24,no,,Know well,An Average is the Sum / count,Know,"There are 4 ranges, by 25% intervals that the data is split into",Know well,Sorting all the values and the one that is in the middle,Know,it is +/- from the mean what makes up the 50% of the data,6,< 1/m,< 1/w,< 1/m,cSKH6AEbbDRSTJFBOlyrPQeV5gp2,static
7,iqr,2,1,0,1,2,1,3,1,0,4,2,1,46529,"I liked the splitting by colors and having a longer pause to process what was happening compared to 2nd, it just was constant movement and made the transition a little more confusing.",Male,Associate or Bachelors degree,18-24,no,,Know well,An Average is the Sum / count,Know,"There are 4 ranges, by 25% intervals that the data is split into",Know well,Sorting all the values and the one that is in the middle,Know,it is +/- from the mean what makes up the 50% of the data,6,< 1/m,< 1/w,< 1/m,cSKH6AEbbDRSTJFBOlyrPQeV5gp2,static
0,count,2,2,1,1,1,0,3,2,1,4,2,2,62661,The two transitions that show the data points equally spaced out make it really easy to see that the final y-value is the number of points. The two that skip that are less intuitive.,Female,High school graduate (or equivalent),18-24,no,,Know well,The sum of a set of numbers divided by the number of values,Know,The middle 50% of the data,Know,The middle value in an ordered list of values,IDK,,4,< 1/w,< 1/d,< 1/w,cTjU3wxMsWQh3t4DBnNQNkfZYQx2,simple
1,sum,2,3,2,3,5,4,1,5,4,4,3,2,98364,"The one that I ranked 1st was the only one where the value seemed to increase intuitively. Somehow, the lines on the 2nd and 3rd ranked ones made it seem like the overall value was going down, until you look at the scale. The one I ranked 4th didn't help at all - you would have to look at the number values to guess that it was showing a sum.",Female,High school graduate (or equivalent),18-24,no,,Know well,The sum of a set of numbers divided by the number of values,Know,The middle 50% of the data,Know,The middle value in an ordered list of values,IDK,,4,< 1/w,< 1/d,< 1/w,cTjU3wxMsWQh3t4DBnNQNkfZYQx2,simple
2,max,1,0,0,1,2,1,2,2,1,3,2,2,1392,"I like that the one I ranked as 1st brings attention to the top value before fading out the lower ones. The one ranked 2nd still faded them out, which I thought looked nicer than just removing the lower points.",Female,High school graduate (or equivalent),18-24,no,,Know well,The sum of a set of numbers divided by the number of values,Know,The middle 50% of the data,Know,The middle value in an ordered list of values,IDK,,4,< 1/w,< 1/d,< 1/w,cTjU3wxMsWQh3t4DBnNQNkfZYQx2,simple
3,min,1,0,0,1,1,0,2,1,0,3,1,1,33753,"I ranked these the same way as maximum, and for the same reasons. The fading is less abrupt, and the top ranked one brings attention to the minimum before removing the other values.",Female,High school graduate (or equivalent),18-24,no,,Know well,The sum of a set of numbers divided by the number of values,Know,The middle 50% of the data,Know,The middle value in an ordered list of values,IDK,,4,< 1/w,< 1/d,< 1/w,cTjU3wxMsWQh3t4DBnNQNkfZYQx2,simple
4,avg,3,2,1,1,2,1,2,2,1,4,1,1,61977,"I liked that the top ranked one showed the eventual destination of the points, although the 2nd ranked one was also effective. The 3rd ranked one was unnecessarily complicated, and the 4th one  was too abrupt.",Female,High school graduate (or equivalent),18-24,no,,Know well,The sum of a set of numbers divided by the number of values,Know,The middle 50% of the data,Know,The middle value in an ordered list of values,IDK,,4,< 1/w,< 1/d,< 1/w,cTjU3wxMsWQh3t4DBnNQNkfZYQx2,simple
5,median,2,2,1,1,2,1,3,3,2,4,1,1,73227,"I like that the one I ranked 1st marked the median before transitioning, so I could see that there were equal numbers of points above and below that point. The 2nd ranked one did a similar thing, although it was more complicated. The 3rd and the 4th make it harder to see that the median has the same number of points above and below it.",Female,High school graduate (or equivalent),18-24,no,,Know well,The sum of a set of numbers divided by the number of values,Know,The middle 50% of the data,Know,The middle value in an ordered list of values,IDK,,4,< 1/w,< 1/d,< 1/w,cTjU3wxMsWQh3t4DBnNQNkfZYQx2,simple
6,stdev,3,2,1,2,2,1,1,3,2,4,1,1,19056,"The top ranked one kept the points in place, which made it easier to see what the line and shaded area meant. The next two collapsed the points, so it was harder to understand.",Female,High school graduate (or equivalent),18-24,no,,Know well,The sum of a set of numbers divided by the number of values,Know,The middle 50% of the data,Know,The middle value in an ordered list of values,IDK,,4,< 1/w,< 1/d,< 1/w,cTjU3wxMsWQh3t4DBnNQNkfZYQx2,simple
7,iqr,2,4,3,1,3,2,3,4,3,4,1,1,19196,"The top one left the points in place long enough to see how they were grouped. The 2nd ranked one did the same thing in a more complicated way. The 3rd one didn't group the points by color, which made it a little less clear, and the 4th one was too abrupt.",Female,High school graduate (or equivalent),18-24,no,,Know well,The sum of a set of numbers divided by the number of values,Know,The middle 50% of the data,Know,The middle value in an ordered list of values,IDK,,4,< 1/w,< 1/d,< 1/w,cTjU3wxMsWQh3t4DBnNQNkfZYQx2,simple
0,count,3,2,1,1,4,3,4,2,1,2,3,2,5372,"the transition was easy to follow, the line makes sense",Female,"Some college, no degree",18-24,no,,Know well,sum / num of elements,IDK,,Know well,middle of sorted,Know,one quarter of the amount of stuff,5,< 1/m,< 1/d,never,dEBV7fT3eQeFmBYIJfkAyC24HMw2,baseline
1,sum,3,1,0,2,1,0,1,1,0,4,1,0,27221,"i like that it aggregates together, like its being added together",Female,"Some college, no degree",18-24,no,,Know well,sum / num of elements,IDK,,Know well,middle of sorted,Know,one quarter of the amount of stuff,5,< 1/m,< 1/d,never,dEBV7fT3eQeFmBYIJfkAyC24HMw2,baseline
2,max,1,0,0,1,1,0,2,1,0,3,1,0,13324,the line draws attention to the max so its easier to see,Female,"Some college, no degree",18-24,no,,Know well,sum / num of elements,IDK,,Know well,middle of sorted,Know,one quarter of the amount of stuff,5,< 1/m,< 1/d,never,dEBV7fT3eQeFmBYIJfkAyC24HMw2,baseline
3,min,1,0,0,1,1,0,2,1,0,3,1,0,21528,"the line draws attention to the min, so its easier to see. also faster fade",Female,"Some college, no degree",18-24,no,,Know well,sum / num of elements,IDK,,Know well,middle of sorted,Know,one quarter of the amount of stuff,5,< 1/m,< 1/d,never,dEBV7fT3eQeFmBYIJfkAyC24HMw2,baseline
4,avg,3,3,2,1,2,1,2,1,1,4,1,0,19407,"i like that it shows the average first, helps distinguish it from being a median",Female,"Some college, no degree",18-24,no,,Know well,sum / num of elements,IDK,,Know well,middle of sorted,Know,one quarter of the amount of stuff,5,< 1/m,< 1/d,never,dEBV7fT3eQeFmBYIJfkAyC24HMw2,baseline
5,median,3,1,0,1,1,0,2,2,1,4,1,0,20983,i like that it shows the two sides before fading it out. helps show its a median,Female,"Some college, no degree",18-24,no,,Know well,sum / num of elements,IDK,,Know well,middle of sorted,Know,one quarter of the amount of stuff,5,< 1/m,< 1/d,never,dEBV7fT3eQeFmBYIJfkAyC24HMw2,baseline
6,stdev,3,1,0,1,2,1,2,1,0,4,1,0,22488,"i like that it shows the first half first, then the next half",Female,"Some college, no degree",18-24,no,,Know well,sum / num of elements,IDK,,Know well,middle of sorted,Know,one quarter of the amount of stuff,5,< 1/m,< 1/d,never,dEBV7fT3eQeFmBYIJfkAyC24HMw2,baseline
7,iqr,3,1,0,2,1,0,1,1,0,4,1,0,20046,i like that its quick and simple. 4 colors is a little complicated,Female,"Some college, no degree",18-24,no,,Know well,sum / num of elements,IDK,,Know well,middle of sorted,Know,one quarter of the amount of stuff,5,< 1/m,< 1/d,never,dEBV7fT3eQeFmBYIJfkAyC24HMw2,baseline
0,count,2,2,1,1,3,2,3,2,1,4,2,1,32310,"Easy to see how each point contributes to the corresponding y axis value, and see they all count for 1 (their own count).",Female,"Some college, no degree",18-24,no,,Know well,Sum of the values divided by the total count,Know,"mean, and next 2 standard deviations after the mean",Know well,Middle value,Know,next most common grouping away from the mean,6,< 1/w,< 1/d,< 1/w,diDVUhMfwufFxwAICfmIr1W8Xij1,simple
1,sum,1,1,0,2,1,0,3,2,1,4,1,0,36645,"Easy to see why the dots are moving the way they do....the movement tells you an operation is being done on them, and the specific way they move is how: the bars are needed to show they are being stacked on top.",Female,"Some college, no degree",18-24,no,,Know well,Sum of the values divided by the total count,Know,"mean, and next 2 standard deviations after the mean",Know well,Middle value,Know,next most common grouping away from the mean,6,< 1/w,< 1/d,< 1/w,diDVUhMfwufFxwAICfmIr1W8Xij1,simple
2,max,1,0,0,1,1,0,2,1,0,3,1,0,95727,"A transition is helpful to know nothing is just randomly being taken out, and the line specifies its a value to pay attention to, not just the last point.",Female,"Some college, no degree",18-24,no,,Know well,Sum of the values divided by the total count,Know,"mean, and next 2 standard deviations after the mean",Know well,Middle value,Know,next most common grouping away from the mean,6,< 1/w,< 1/d,< 1/w,diDVUhMfwufFxwAICfmIr1W8Xij1,simple
3,min,1,0,0,1,1,0,2,1,0,3,2,1,20988,"Like for max, transition needed to show points removed for reason, line emphasizes the value.",Female,"Some college, no degree",18-24,no,,Know well,Sum of the values divided by the total count,Know,"mean, and next 2 standard deviations after the mean",Know well,Middle value,Know,next most common grouping away from the mean,6,< 1/w,< 1/d,< 1/w,diDVUhMfwufFxwAICfmIr1W8Xij1,simple
4,avg,1,2,1,2,2,1,3,1,0,4,1,0,22330,"Transitions needed to see an operation is occurring, bars help quantify how it happens.",Female,"Some college, no degree",18-24,no,,Know well,Sum of the values divided by the total count,Know,"mean, and next 2 standard deviations after the mean",Know well,Middle value,Know,next most common grouping away from the mean,6,< 1/w,< 1/d,< 1/w,diDVUhMfwufFxwAICfmIr1W8Xij1,simple
5,median,2,1,0,1,1,0,3,2,1,4,1,0,26560,Need some transition but having too much makes it confusing as to what is going on exactly.,Female,"Some college, no degree",18-24,no,,Know well,Sum of the values divided by the total count,Know,"mean, and next 2 standard deviations after the mean",Know well,Middle value,Know,next most common grouping away from the mean,6,< 1/w,< 1/d,< 1/w,diDVUhMfwufFxwAICfmIr1W8Xij1,simple
6,stdev,1,1,0,2,1,0,3,1,0,4,1,0,30037,"The bars are good to show an average is being calculated, and the transition is helpful to show how the data is being changed.",Female,"Some college, no degree",18-24,no,,Know well,Sum of the values divided by the total count,Know,"mean, and next 2 standard deviations after the mean",Know well,Middle value,Know,next most common grouping away from the mean,6,< 1/w,< 1/d,< 1/w,diDVUhMfwufFxwAICfmIr1W8Xij1,simple
7,iqr,1,1,0,2,1,0,3,1,0,4,1,0,37405,"This time I find the extra animation helpful because the computation is more complex, and the transitions and movement help show how each point contributes to the calculation.",Female,"Some college, no degree",18-24,no,,Know well,Sum of the values divided by the total count,Know,"mean, and next 2 standard deviations after the mean",Know well,Middle value,Know,next most common grouping away from the mean,6,< 1/w,< 1/d,< 1/w,diDVUhMfwufFxwAICfmIr1W8Xij1,simple
0,count,2,2,1,1,1,0,3,2,1,4,2,1,276694,"1st one shows that they are uniformly counted. However, 3rd and 4th did not have a clear transition which could be confusing.",Female,High school graduate (or equivalent),18-24,no,,Know well,The total of the numbers/how many numbers there are,IDK,,Know,The number that occurs the most in the dataset,Know,how well-spreaded the set of data is,4,< 1/m,< 1/w,< 1/m,du7NWyTNp8WsocauHyUVrvgOubW2,simple
